base_price,discounted_price,product_name,category
,"2,35",Bière brune Nonnette 33cl,"Boissons,Bières Bio"
,"2,59",Bière de Vézelay blonde bio 25cl,"Boissons,Bières Bio"
,"2,23",Bière blanche Love and flowers Bio 33cl,"Boissons,Bières Bio"
,"2,04",Panaché Epeautre Agave BIO 33cL,"Boissons,Bières Bio"
,"2,29",Bière Panaché au millet et citron,"Boissons,Bières Bio"
,"2,23",Bière ambrée Korlène Bio 33cl,"Boissons,Bières Bio"
,"1,89",Bière blonde bio 33cl,"Boissons,Bières Bio"
,"2,23",Bière Dame blanche Bio 33cl,"Boissons,Bières Bio"
,"1,89",Bière Edel Pils bio 33cl,"Boissons,Bières Bio"
,"5,90",Bière Nonne A.P.A Bio 75cl,"Boissons,Bières Bio"
"14,95","11,96",Recharge pour Coffret Brassage bière blonde tout grain Bio 5L,"Cuisine,Ustensiles de cuisine"
"64,90","51,92",Coffret Brassage bière blonde maison - tout grain Bio 5L,"Cuisine,Ustensiles de cuisine"
"9,20","7,82",Bière blonde bio Jade Sans gluten 6x25cl,"Boissons,Bières Bio"
"4,90","4,16",Bière blonde bio Jade Sans gluten 65cl,"Boissons,Bières Bio"
"5,86","4,10",NONNE I.P.A. BIO 0.75,"Boissons,Bières Bio"
"3,70","2,96",Bière blonde Hope bio Jade 33cl,"Boissons,Bières Bio"
"2,90","2,03",NONNE I.P.A. BIO 0.33,"Boissons,Bières Bio"
"2,69","2,02",Bière blonde La Goule Bio 33cl,"Boissons,Bières Bio"
"4,50","3,83",Bière blonde bio Jade 65cl,"Boissons,Bières Bio"
"2,23","1,90",Bière blonde Felibrée Bio 33cl,"Boissons,Bières Bio"
"2,61","1,83",Bière Nonne A.B.I Bio 33cl,"Boissons,Bières Bio"
,"2,20",Bière blonde bio sans alcool - 33 cl,"Boissons,Bières Bio"
"3,54","3,01",Bière blonde bio Jade Sans gluten 33cl,"Boissons,Bières Bio"
"2,61","1,83",Bière Nonne A.P.A Bio 33cl,"Boissons,Bières Bio"
,"2,61",Bière de Vézelay Lager sans gluten bio 25cl,"Boissons,Bières Bio"
,"2,91","Bière Bio sans gluten Blonde 6,5% Vol.33cl","Boissons,Bières Bio"
"4,89","4,40",Eau de coco nature 1L,Boissons
"6,32","5,69",Thé Rooïbos Vanillé - fine coupe,"Epicerie,Thés bio et infusions"
"1,97","1,48",Infusion Glacée Hibiscus Menthe Bio 33cl,Boissons
,"4,93",Infusion Elimination Amincissement Reminéralisation Bio,"Santé & Bien-être,Minceur, élimination,Elimination"
"6,59","5,80",Tisane Bien Etre Fontaine de Jouvence 50g,"Epicerie,Thés bio et infusions,Tisanes, Infusions"
,"6,20",Thé Vert Nature Sencha Zhejiang 100g,"Epicerie,Thés bio et infusions,Thé Vert"
,"16,02",Calendrier de l'Avent de thés Bio,"Epicerie,Thés bio et infusions"
,"5,50",Tisane Allaitement Bio 20 sachets,"Beauté & Hygiène,Hygiène Bébé, soin maternité,Soins Maternité"
,"1,90",Thé noir Mangue Orange - 10 sachets,"Epicerie,Thés bio et infusions"
,"2,98",Infusion rétention d'eau bio - 20 sachets,"Santé & Bien-être,Minceur, élimination,Elimination"
,"2,99",Infusion Brûleur de graisse 20 sachets,"Epicerie,Thés bio et infusions,Tisanes, Infusions"
,"7,26",Sirop lavande bio 50 cl,Boissons
,"6,29",Sirop d'Orgeat 50cl,Boissons
,"5,44",Sirop Cola au Sucre de Canne Bio 50cL,Boissons
,"7,16",Sirop de Citron Vert 50cl,Boissons
,"5,90",Sirop de Grenadine Bio 50 cl,Boissons
,"6,57",Sirop noix de coco bio 50 cl,Boissons
,"5,71",Sirop d'Orange Bio 50 cl,Boissons
"6,50","5,85",Sirop de Fleur de Sureau bio 500 mL,Boissons
"6,50","5,85",Sirop de Gingembre bio 500 mL,Boissons
,"8,50",Sirop de Citron Bio 1 L,Boissons
,"7,16",Sirop de Pêche 50cl,Boissons
,"7,26",Sirop cerise amaretto bio 50 cl,Boissons
,"7,59",Sirop de Myrtille Bio 50 cl,Boissons
,"8,30",Sirop de Menthe Bio 1 L,Boissons
,"6,65",Sirop de Fraise Bio 50 cl,Boissons
,"7,61",Sirop de Thé Vert/Menthe Marocaine 50cl,Boissons
,"7,26",Sirop de Violette 50cl,Boissons
,"8,40",Sirop de Grenadine Bio 1 L,Boissons
,"7,70",Jus de Grenade Black Diamond Bio 1L,Boissons
,"4,94",Jus de grenade 100% pur jus 500ml,Boissons
,"13,90",Jus de Grenade Concentré BIO 500ml,Boissons
,"7,70",Jus de Grenade Ruby Red Bio 1L,Boissons
,"2,80",Jus de Grenade Ruby Red Bio 200ml,Boissons
,"2,80",Jus de Grenade Black Diamond Bio 200ml,Boissons
,"4,65",Jus de Grenade Bio 1L,Boissons
,"4,49",Pur jus de Grenade - 50cl,Boissons
"3,99","3,59",Pur Jus de grenade BIO 50cL,Boissons
,"4,19",Jus de grenade et açai bio,Boissons
,"7,80",Jus de Grenade Bio Pink - 1L,Boissons
,"34,34",Pur Jus de Grenades Bio - 6 x 1L,Boissons
,"5,46",Jus de Grenade BIO - 1L,Boissons
,"4,50",Eau citronnée hibiscus gingembre 700ml,Boissons
,"4,50",Eau citronnée mangue passion 700ml,Boissons
,"4,50",Eau citronnée framboise 700ml,Boissons
,"2,37",Eau d'érable thé citron bio 33cl,Boissons
,"5,79",Jus de Grenade Bio 1L,Boissons
,"31,73",Pomixir concentré de grenade 500ml,Boissons
,"5,90",Pur Jus de Grenades Bio 1L,Boissons
,"5,95",Chatillon-en-diois Aligoté Bio 75cl,"Boissons,Vins Bio"
,"8,49",Vin de pays à Lisa Rouge 75cl,"Boissons,Vins Bio"
,"2,37",Eau d'érable cranberry bleuet bio 33cl,Boissons
"2,39","1,91","Vin rouge - Cuvée Plaisir 37,5cl","Boissons,Vins Bio"
,"9,30",Vin AOP Jurançon Blanc Sec 75cl,"Boissons,Vins Bio"
"10,82","7,58",Vin AOP Jurançon Blanc moelleux 75cl,"Boissons,Vins Bio"
,"2,36","Vin blanc - Cuvée Plaisir 37,5cl","Boissons,Vins Bio"
"9,04","8,14",Vin Rouge Bordeaux OAP Côte de Blaye 75cL,"Boissons,Vins Bio"
,"5,25",Vin Igp Pays D'oc Rouge Bio 75cl,"Boissons,Vins Bio"
,"6,64",Chênes de Saint Louis rouge 75cl,"Boissons,Vins Bio"
,"13,99",Prosecco extra dry Bio - 75cl,"Boissons,Vins Bio"
"22,50","15,75",Prosecco dry Bio - 75cl,"Boissons,Vins Bio"
,"4,82",Vin rouge vieilli 6 mois - Cuvée Désir 75cl,"Boissons,Vins Bio"
,"62,99",Valréas rouge 2014 - Caisse de 6,"Boissons,Vins Bio"
"8,21","7,38",Vin rouge sans sulfites - 75cl,"Boissons,Vins Bio"
,"5,99",Terdézom rouge 2017 - Caisse de 6,"Boissons,Vins Bio"
,"32,99",Terdézom rosé 2017 - Caisse de 6,"Boissons,Vins Bio"
,"5,65",Ventoux rouge 2017,"Boissons,Vins Bio"
,"7,66",Terdézom blanc 2016,"Boissons,Vins Bio"
"5,66","4,81",Ventoux rosé 2016 75cl,"Boissons,Vins Bio"
,"39,99",Bergerac rosé 2015 - Caisse de 6,"Boissons,Vins Bio"
,"54,99",Saumur Bagatelle rouge 2017 - Caisse de 6,"Boissons,Vins Bio"
,"5,50",Vin rouge vieilli 12 mois - Cuvée Désir 75cl,"Boissons,Vins Bio"
"3,34","3,01",Crusty tomate et mozzarella 200gr,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"2,28",Sauce pour Chips Salsa Dip 260gr,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"4,98",Bruschetta aux artichauts 130gr,"Epicerie,Apéritifs bio"
,"2,95",Crusty épeautre 200g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
"2,12","1,91",Bretzels Royales Epeautre BIO 125g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"2,08",Flip'o Maïs Cacahuètes - 100 g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"5,31",Poivrons rouges grillés en saumure 615gr,"Epicerie,Apéritifs bio"
,"3,34",Cacahuètes au Shoyou - 180g,"Epicerie,Fruits secs et purées,Fruits secs à coques bio"
,"2,04",Gressin bio d'épeautre - 125g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
"4,52","4,07",Tomates semi séchées - 190g,"Epicerie,Apéritifs bio"
"2,17","1,95",Mini crackers à l'huile d'olive et romarin bio 100g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"2,29",Apéro Comté 100g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"1,70",Gressins à l'Huile d'Olive,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
"3,34","3,01",Chips Pétales de Betterave 70g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
"9,99","8,99","Mélange Apéritif Fruits Secs, Shoyou et Curcuma 400g","Epicerie,Fruits secs et purées,Fruits secs à coques bio"
,"1,96",Gressin au sésame Bio - 125g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
"1,84","1,66",Chips Maïs Nature bio 125gr,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
"1,86","1,68",Chips maïs crème & oignons 125gr,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"3,39",Vin rosé - Cuvée Plaisir 75cl,"Boissons,Vins Bio"
,"2,75",Flûtes au fromage 125gr,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
"2,98","2,68",Olives vertes entières 280g,"Epicerie,Apéritifs bio"
,"2,99",Petits Sablés Apéritifs Parmesan bio 90g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"2,08",Chips sans sel 125gr,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"2,90",Olives vertes anchois 340gr,"Epicerie,Apéritifs bio"
,"3,15","Crusty Epeautre, fromage 200gr","Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"3,44",Cornichons au vinaigre de cidre de pomme 280g,"Epicerie,Apéritifs bio"
"6,73","6,06",Noix de cajou au Shoyou -180g,"Epicerie,Fruits secs et purées,Fruits secs à coques bio"
,"3,39",Vin blanc - Cuvée Plaisir 75cl,"Boissons,Vins Bio"
,"8,79",Graines de chanvre Bio - 200 g,"Epicerie,Céréales, graines, pâtes, riz,Graines oléagineuses"
,"1,89",Tapenades olives vertes - 90 g,"Epicerie,Apéritifs bio"
,"2,85",Caviar d'aubergine BIO 90g,"Epicerie,Apéritifs bio"
,"15,69",Poudre de Chlorella 200gr,"Santé & Bien-être,Digestion, transit, flore"
"7,25","6,16",Mélange superfruits croquant bio - 250 g,"Epicerie,Fruits secs et purées,Fruits secs à coques bio"
,"6,79",Caroube du Pérou crue 75g,"Epicerie,Fruits secs et purées,Purées de fruits secs"
"5,25","4,46",Baies d'Aronia séchées bio 150gr,"Santé & Bien-être,Résistance et vitalité"
"22,90","13,74",Protéine de potiron-tournesol-chanvre cacao - 400g,"Santé & Bien-être,Sport et Nutrition,Protéines et barres protéinées"
,"9,69",Baies de Goji Bio Tibet 200g,"Santé & Bien-être,Résistance et vitalité"
,"13,50",Cranberries Bio 400g,"Epicerie,Fruits secs et purées,Fruits séchés bio"
"6,95","5,91",Farine de Souchet noix tigrée Bio 400g,"Epicerie,Farines, pains et tartines"
"27,50","24,75",klamath crue poudre 50g,"Santé & Bien-être,Résistance et vitalité,Energie, Vitalité, Tonus"
,"17,85",Lot de 2 x Protéines de Chanvre biologique en poudre - 2 x 250g,"Epicerie,Céréales, graines, pâtes, riz,Graines oléagineuses"
,"16,99",Lot de 2 x Eveil du Bouddha Chanvre - 2 x 360g,"Epicerie,Petit déjeuner,Boissons instantanées"
,"3,37",Graines de chanvre 100g,"Epicerie,Céréales, graines, pâtes, riz,Graines oléagineuses"
,"8,95",Eveil du Bouddha Ananas et Herbe de Blé - 360g,"Epicerie,Petit déjeuner,Boissons instantanées"
,"12,50",Poudre de Betterave rouge - 200g,"Epicerie,Petit déjeuner,Boissons instantanées"
,"10,30",Chlorella biologique - 125g,"Santé & Bien-être,Résistance et vitalité,Energie, Vitalité, Tonus"
,"15,39",Maca poudre 250g,"Santé & Bien-être,Compléments alimentaires,Féminité"
"4,95","4,45",Graines de chia bio 200gr,"Epicerie,Céréales, graines, pâtes, riz,Graines oléagineuses"
,"16,99",Lot de 2 x Eveil du Bouddha Ananas et Herbe de Blé - 2 x 360g,"Epicerie,Petit déjeuner,Boissons instantanées"
"4,90","4,41",Graines de Chia BIO 200gr,"Epicerie,Céréales, graines, pâtes, riz,Graines oléagineuses"
,"113,50",klamath crue poudre 250g,"Santé & Bien-être,Résistance et vitalité,Energie, Vitalité, Tonus"
,"4,79",Graines de Chia 250g,"Epicerie,Céréales, graines, pâtes, riz,Graines oléagineuses"
,"5,02",Graines de Chia BIO 250g,"Epicerie,Céréales, graines, pâtes, riz,Graines oléagineuses"
,"8,95",Macaccino Sensual Bio - 250g,"Santé & Bien-être,Résistance et vitalité,Energie, Vitalité, Tonus"
,"9,15",Eveil du Bouddha Maxi Protéines - 360 g,"Epicerie,Petit déjeuner,Boissons instantanées"
,"8,30",Graines de Chanvre Écossées Biologiques - 250g,"Epicerie,Céréales, graines, pâtes, riz,Graines oléagineuses"
,"12,90",Poudre De Lucuma 200 Gr,"Epicerie,Epicerie sucrée,Edulcorants naturels"
,"8,95",Eveil du Bouddha cacao - 360g,"Epicerie,Petit déjeuner,Boissons instantanées"
,"12,99",Acai 70gr,"Santé & Bien-être,Résistance et vitalité"
"19,33","17,40",Baies de Goji Séchées BIO 500g,"Santé & Bien-être,Résistance et vitalité"
,"9,10",Protéines de Chanvre biologique en poudre - 250g,"Epicerie,Céréales, graines, pâtes, riz,Graines oléagineuses"
,"11,15",Graines de grenades Bio - 150g,"Epicerie,Fruits secs et purées,Fruits séchés bio"
"4,32","3,67",Jus de Pruneaux Bio 75cL,"Boissons,Jus de fruits bio"
"17,59","15,83",Mix de superfruits Bio 400g,"Epicerie,Fruits secs et purées,Fruits secs à coques bio"
,"14,95",Poudre Green Mix 200gr,"Santé & Bien-être,Résistance et vitalité,Energie, Vitalité, Tonus"
,"3,69",Pur jus de pamplemousse rose BIO - 75cl,"Boissons,Jus de fruits bio"
"4,52","3,39",Pur Jus Pamplemousses Blancs Bio 1L,"Boissons,Jus de fruits bio"
,"3,53",Nectar d’Abricot des Pyrénées Orientales 75 cl,"Boissons,Jus de fruits bio"
,"3,35",Jus pommes poires Bio et Demeter 75cl,"Boissons,Jus de fruits bio"
,"7,36",Pur Jus de Myrtilles Bio 50cL,"Boissons,Jus de fruits bio"
,"3,59",Pur Jus de Raisins Bio 1L,"Boissons,Jus de fruits bio"
,"2,16",Pur jus de citron BIO - 25cl,"Boissons,Jus de fruits bio"
,"3,57",Nectar Mangues Equitable 75cL,"Boissons,Jus de fruits bio"
,"1,70",Nectar de Poire des Alpes bio - 25 cl,"Boissons,Jus de fruits bio"
,"1,99",Pur Jus de Citrons Verts Bio 25cL,"Boissons,Jus de fruits bio"
"5,82","5,24",Pur Jus de Cassis - 500ml,"Boissons,Jus de fruits bio"
"2,44","2,14",Jus d'Abricot Bio 250 ml,"Boissons,Jus de fruits bio"
"4,49","3,59",Nectar de fraises bio - 75 cl,"Boissons,Jus de fruits bio"
,"9,14",Pur jus de Myrtille Sauvage - 50cl,"Boissons,Jus de fruits bio"
,"4,11",Jus pommes gingembre bio - 75 cl,"Boissons,Jus de fruits bio"
"1,80","1,62",Mini Jus de Pruneaux Bio 25cL,"Boissons,Jus de fruits bio"
,"0,99",Nectar d'Abricot au Sirop D'Agave Tetra 20cl,"Boissons,Jus de fruits bio"
,"2,66",Smoothie Détox Hibiscus 25cl,"Boissons,Jus de fruits bio"
,"4,99",Cocktail Ananas Citron Vert 75cl,"Boissons,Jus de fruits bio"
,"4,85",Bière de Vézelay Dark Lager 50cl,"Boissons,Bières Bio"
,"2,77",Bière de Vézelay brune sans gluten bio 25cl,"Boissons,Bières Bio"
,"29,90",Coffret Dégustation Bières Bio 8 x 33 cl,"Boissons,Bières Bio"
,"2,67",Bière de Vézelay blonde sans gluten bio 25cl,"Boissons,Bières Bio"
,"4,87",Bière de Vézelay de Noël 50cl,"Boissons,Bières Bio"
,"3,49",Bière Bio Klostergold 5.2% Vol. 50cl,"Boissons,Bières Bio"
,"2,77",Bière de Vézelay ambrée sans gluten bio 25cl,"Boissons,Bières Bio"
,"1,76",Bière Biolégère 3.5 % vol. 25cl,"Boissons,Bières Bio"
,"5,63",Bière Bio Saison Dupont 5.5 % vol. 75cl,"Boissons,Bières Bio"
,"2,22",Bière Blonde Speltor BIO 33cL,"Boissons,Bières Bio"
"2,66","2,26",Bière de Vézelay blanche sans gluten bio 25cl,"Boissons,Bières Bio"
,"2,01",Bière sans alcool Brune Cherrylor 33,"Boissons,Bières Bio"
"2,61","1,83",Bière Nonne Triple Bio 33cl,"Boissons,Bières Bio"
,"2,50",Bière Nonne de Noël Bio 33cl,"Boissons,Bières Bio"
,"2,29",Bière ambrée Castagnor - 33cl,"Boissons,Bières Bio"
"5,87","4,11",Bière Nonne Triple Bio 75cl,"Boissons,Bières Bio"
,"1,95",Bière sans alcool Blondy Epeautre 33cL,"Boissons,Bières Bio"
,"7,84",Bière BIO au Quinoa sans gluten- Tripack 3x33 cl,"Boissons,Bières Bio"
,"5,99",Bière BS Myrille Bio 3x33cl,"Boissons,Bières Bio"
"2,90","2,17",Bière Bio Klostergold 5.2% Vol. 33cl,"Boissons,Bières Bio"
,"5,89",Bière BS Blanche bio 3x33cl,"Boissons,Bières Bio"
,"5,99",Bière BS Ambrée Bio 3x33cl,"Boissons,Bières Bio"
,"5,89",Bière BS Blonde Bio 3x33cl,"Boissons,Bières Bio"
,"5,99",Bière BS Brune Bio 3x33cl,"Boissons,Bières Bio"
,"6,26",Bière BS Génépi Bio 3x33cl,"Boissons,Bières Bio"
,"3,73",Tisane Or de curcuma bio - 20 sachets,"Epicerie,Thés bio et infusions,Tisanes, Infusions"
"4,92","3,94",Rooibos Vrac 125g,"Epicerie,Thés bio et infusions"
"2,90","2,61",Tisane Floradix Fenouil 15 sachets,"Beauté & Hygiène,Hygiène Bébé, soin maternité,Soins Maternité"
"2,97","2,61",Thé Earl Grey bio 36 g,"Epicerie,Thés bio et infusions"
,"3,81",Tisane Secret de Cassis bio - 20 sachets,"Epicerie,Thés bio et infusions,Tisanes, Infusions"
,"3,81",Tisane Revitalise Epices bio - 20 sachets,"Epicerie,Thés bio et infusions,Tisanes, Infusions"
"5,91","5,32",Tisane du Jeûne 50g,"Epicerie,Thés bio et infusions,Tisanes, Infusions"
"4,04","3,64",Yerba Maté vert - Brésil 100g,"Epicerie,Thés bio et infusions,Thé Vert"
"3,90","3,51",Tisane Camomille Vanille & Miel de Manuka bio - 20 sachets,"Epicerie,Thés bio et infusions,Tisanes, Infusions"
"3,90","3,51","Tisane Citron, Gingembre et Miel de Manuka bio - 20 sachets","Epicerie,Thés bio et infusions,Tisanes, Infusions"
,"9,39",Thé Vert Nature Ceylan bio - 100 sachets,"Epicerie,Thés bio et infusions,Thé Vert"
,"2,98",Infusion transit bio - 20 sachets,"Santé & Bien-être,Digestion, transit, flore"
,"6,15",Thé BIO Rooibos Chaï Afrique du Sud 100g,"Epicerie,Thés bio et infusions"
"3,99","2,63",Infusion Bardane-Pissenlit 20 sachets - 36g,"Epicerie,Thés bio et infusions,Tisanes, Infusions"
,"3,81",Tisane Purifier bio - 20 sachets,"Epicerie,Thés bio et infusions,Tisanes, Infusions"
,"3,90",Tisane Détox bio - 20 sachets,"Epicerie,Thés bio et infusions,Tisanes, Infusions"
,"20,11",Gentiane Bio - 70cl,"Boissons,Alcools bio"
,"3,17",Thé vert Sencha bio - 24 sachets,"Epicerie,Thés bio et infusions,Thé Vert"
,"18,99",Crème de cassis Bio 70cl,"Boissons,Alcools bio"
,"5,83",Sirop de Menthe Bio 50 cl,Boissons
,"22,50",Porto reserve Bio - 75cl,"Boissons,Alcools bio"
,"4,30",Apibul pommes myrtilles Bio et Demeter 75cl,"Boissons,Jus de fruits bio"
,"0,00",Fizz Citron bio - 33 cl,"Boissons,Sodas Bio"
,"0,00",Soda Ginger Ale bio - 355 ml,"Boissons,Sodas Bio"
,"17,90",Pur jus Grenade non filtré bio - 3 l,Boissons
"2,67","2,35",Eau d'érable Bio 330ml,Boissons
,"0,00",Fizz Orange bio - 33 cl,"Boissons,Sodas Bio"
,"0,00",Fizz Tonic bio - 33 cl,"Boissons,Sodas Bio"
,"0,00",Tonic bio - 355 ml,"Boissons,Sodas Bio"
,"1,66",Bionade aux fruits du verger - 33cl,"Boissons,Jus de fruits bio"
,"0,00",Soda Ginger beer bio - 355 ml,"Boissons,Sodas Bio"
,"0,00",Fizz Limo bio - 33 cl,"Boissons,Sodas Bio"
,"1,47",Cola bio Max Havelaar 33cl,"Boissons,Sodas Bio"
,"0,00","Soda orange sanguine, carotte noire, myrtille bio - 355 ml","Boissons,Sodas Bio"
,"1,67",Limonade bio Max Havelaar 33cl,"Boissons,Sodas Bio"
,"0,00",Limonade bio - 355 ml,"Boissons,Sodas Bio"
"3,50","2,80",Limonade bio 750 mL,"Boissons,Sodas Bio"
,"0,00",Fizz Mojito bio - 33 cl,"Boissons,Sodas Bio"
"5,29","3,49","Holypop Yuzu 3 x 27,5cl","Boissons,Sodas Bio"
"3,80","3,42",Apibul pommes framboises Bio 75cl,"Boissons,Jus de fruits bio"
,"2,99",Limonade Bio Pur Jus Citrons 75cL,"Boissons,Sodas Bio"
"2,02","1,33",Fizz Cola bio - 33 cl,"Boissons,Sodas Bio"
,"3,50",Limonade aromatisée Fleur de Sureau bio 750 mL,"Boissons,Sodas Bio"
"5,29","3,49","Holypop Hibiscus tripack - 3 x 27,5cl","Boissons,Sodas Bio"
"5,29","3,49","Holypop Original 3 x 27,5cl","Boissons,Sodas Bio"
,"2,37",Boisson gazeuse Chinotto 355ml,"Boissons,Sodas Bio"
,"2,19",Bière blanche au petit épeautre bio - 33cl,"Boissons,Bières Bio"
,"1,79","Holypop Original 27,5cl","Boissons,Sodas Bio"
,"4,34",Apibul pommes gingembre bio - 75 cl,"Boissons,Jus de fruits bio"
,"1,09",Crackers de riz à l'huile d'olive 40gr,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"2,99",Chips Pétales de Patate Douce 70g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"2,19",Bière blonde au quinoa bio - 33cl,"Boissons,Bières Bio"
"3,28","2,95",Gressins à l'huile d'olive vierge Bio 100g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
"4,09","3,68",Ail mariné - 190g,"Epicerie,Apéritifs bio"
,"1,69",Chips aux Lentilles Chili 90g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
"2,27","2,05",Sticks Epeautre BIO 200g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"2,19",Bière au chanvre Cannabia - 33cl,"Boissons,Bières Bio"
"2,86","2,58",Câpres au vinaigre 150gr,"Epicerie,Apéritifs bio"
,"4,90",Mélange junior fruits secs bio 250g,"Epicerie,Fruits secs et purées,Fruits secs à coques bio"
"3,05","2,75",Tapenade noire BIO 90g,"Epicerie,Apéritifs bio"
"3,85","3,47",Caviar d'aubergines - 200g,"Epicerie,Apéritifs bio"
,"1,85",Maïs Rolls Tomate bio 125gr,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
,"2,95",Tomates séchées 100g,"Epicerie,Apéritifs bio"
,"2,91",Caviar de tomates séchées - 140g,"Epicerie,Apéritifs bio"
,"5,82",Coeurs d'artichauts 280g,"Epicerie,Apéritifs bio"
,"1,21",Biscuit apéritif Croq'tomate basilic 45g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
"3,99","2,99",Rondelles de pommes séchées bio 125g,"Epicerie,Fruits secs et purées,Fruits séchés bio"
,"2,65",Cacahuètes - 180g,"Epicerie,Fruits secs et purées,Fruits secs à coques bio"
,"2,99",Olives noires dénoyautées aux herbes 280g,"Epicerie,Apéritifs bio"
,"2,75",Tartinades De Légumes - Petit Pois Basilic 135gr,"Epicerie,Apéritifs bio"
"1,50","1,35",Tomates séchées Turquie 70g,"Epicerie,Apéritifs bio"
,"2,75",Tartinades De Légumes - Courgette Curry 135gr,"Epicerie,Apéritifs bio"
"2,99","2,39",Lait Amandes Cacao Bio 1L,"Boissons,Boissons végétales"
"2,99","2,63",Boisson Végétale Bio à base de Riz Vanille 1L,"Boissons,Boissons végétales"
"21,49","19,34",Lait d'Amande Noisette 400g,"Boissons,Boissons végétales"
,"1,99",Tisane glacée bio Pêche Citron Verveine 330 mL,Boissons
,"1,69",Chips aux Lentilles Original 90g,"Epicerie,Apéritifs bio,Biscuits apéritif bio"
"2,19","1,93",Boisson au riz Amande - 1L,"Boissons,Boissons végétales"
,"1,98",Boisson Végétale Bio à base de Soja Calcium 1L,"Boissons,Boissons végétales"
"1,99","1,39",Tisane glacée bio Pomme Miel Camomille 330 mL,Boissons
"4,99","4,24",Lait d'amande Coco 1L,"Boissons,Boissons végétales"
